trial_index,score,points_gained,total_shocks,shocks_gained,current_patch_competitors,current_patch,now_or_later,left_conspecifics_number,right_conspecifics_number,left_threat,subject,day,block,threat
55.0,5400.0,300.0,0.0,0.0,5.0,left,False,5.0,2.0,1.0,for13,1,3,False
56.0,5500.0,100.0,0.0,0.0,2.0,left,False,2.0,6.0,1.0,for13,1,3,False
57.0,5600.0,100.0,0.0,0.0,2.0,right,False,5.0,2.0,1.0,for13,1,3,False
58.0,5600.0,0.0,0.0,0.0,2.0,right,False,5.0,2.0,1.0,for13,1,3,False
59.0,5700.0,100.0,0.0,0.0,3.0,right,False,6.0,3.0,1.0,for13,1,3,False
60.0,5900.0,200.0,0.0,0.0,3.0,right,False,6.0,3.0,1.0,for13,1,3,False
61.0,6100.0,200.0,0.0,0.0,2.0,left,False,2.0,6.0,1.0,for13,1,3,False
62.0,6200.0,100.0,0.0,0.0,2.0,right,False,5.0,2.0,1.0,for13,1,3,False
63.0,6300.0,100.0,0.0,0.0,2.0,left,False,2.0,6.0,1.0,for13,1,3,False
64.0,6300.0,0.0,0.0,0.0,2.0,left,False,2.0,6.0,1.0,for13,1,3,False
65.0,6400.0,100.0,0.0,0.0,2.0,right,False,5.0,2.0,1.0,for13,1,3,False
66.0,6400.0,0.0,0.0,0.0,3.0,right,False,6.0,3.0,1.0,for13,1,3,False
67.0,6400.0,0.0,0.0,0.0,6.0,right,False,2.0,6.0,1.0,for13,1,3,False
68.0,6500.0,100.0,0.0,0.0,2.0,right,False,5.0,2.0,1.0,for13,1,3,False
69.0,6600.0,100.0,0.0,0.0,2.0,right,False,5.0,2.0,1.0,for13,1,3,False
70.0,6900.0,300.0,0.0,0.0,3.0,right,False,6.0,3.0,1.0,for13,1,3,False
71.0,6900.0,0.0,0.0,0.0,3.0,right,False,6.0,3.0,1.0,for13,1,3,False
0.0,0.0,0.0,0.0,0.0,6.0,right,False,2.0,6.0,6.0,for13,1,4,True
1.0,100.0,100.0,0.0,0.0,6.0,left,False,6.0,3.0,6.0,for13,1,4,True
2.0,200.0,100.0,0.0,0.0,5.0,left,False,5.0,2.0,6.0,for13,1,4,True
3.0,300.0,100.0,0.0,0.0,6.0,left,False,6.0,3.0,6.0,for13,1,4,True
4.0,500.0,200.0,0.0,0.0,2.0,right,False,5.0,2.0,6.0,for13,1,4,True
5.0,500.0,0.0,0.0,0.0,6.0,right,False,2.0,6.0,6.0,for13,1,4,True
6.0,500.0,0.0,0.0,0.0,6.0,left,False,6.0,3.0,6.0,for13,1,4,True
7.0,600.0,100.0,0.0,0.0,6.0,right,False,2.0,6.0,6.0,for13,1,4,True
8.0,700.0,100.0,0.0,0.0,2.0,left,False,2.0,6.0,6.0,for13,1,4,True
9.0,1000.0,300.0,0.0,0.0,2.0,left,False,2.0,6.0,6.0,for13,1,4,True
10.0,1100.0,100.0,0.0,0.0,5.0,left,False,5.0,2.0,6.0,for13,1,4,True
11.0,1300.0,200.0,0.0,0.0,6.0,left,False,6.0,3.0,6.0,for13,1,4,True
12.0,1300.0,0.0,0.0,0.0,6.0,right,False,2.0,6.0,6.0,for13,1,4,True
13.0,1400.0,100.0,0.0,0.0,6.0,left,False,6.0,3.0,6.0,for13,1,4,True
14.0,1400.0,0.0,0.0,0.0,6.0,right,False,2.0,6.0,6.0,for13,1,4,True
15.0,1500.0,100.0,0.0,0.0,2.0,right,False,5.0,2.0,6.0,for13,1,4,True
16.0,1600.0,100.0,0.0,0.0,6.0,right,False,2.0,6.0,6.0,for13,1,4,True
17.0,1600.0,0.0,0.0,0.0,6.0,left,False,6.0,3.0,6.0,for13,1,4,True
18.0,1800.0,200.0,0.0,0.0,2.0,left,False,2.0,6.0,1.0,for13,1,4,False
19.0,1900.0,100.0,0.0,0.0,2.0,left,False,2.0,6.0,1.0,for13,1,4,False
20.0,2000.0,100.0,0.0,0.0,5.0,left,False,5.0,2.0,1.0,for13,1,4,False
21.0,2000.0,0.0,0.0,0.0,2.0,left,False,2.0,6.0,1.0,for13,1,4,False
22.0,2000.0,0.0,0.0,0.0,5.0,left,False,5.0,2.0,1.0,for13,1,4,False
23.0,2100.0,100.0,0.0,0.0,2.0,right,False,5.0,2.0,1.0,for13,1,4,False
24.0,2300.0,200.0,0.0,0.0,3.0,right,False,6.0,3.0,1.0,for13,1,4,False
25.0,2400.0,100.0,0.0,0.0,3.0,right,False,6.0,3.0,1.0,for13,1,4,False
26.0,2500.0,100.0,0.0,0.0,3.0,right,False,6.0,3.0,1.0,for13,1,4,False
27.0,2600.0,100.0,0.0,0.0,2.0,right,False,5.0,2.0,1.0,for13,1,4,False
28.0,2600.0,0.0,0.0,0.0,6.0,right,False,2.0,6.0,1.0,for13,1,4,False
29.0,2700.0,100.0,0.0,0.0,2.0,left,False,2.0,6.0,1.0,for13,1,4,False
30.0,2800.0,100.0,0.0,0.0,2.0,right,False,5.0,2.0,1.0,for13,1,4,False
31.0,2900.0,100.0,0.0,0.0,5.0,left,False,5.0,2.0,1.0,for13,1,4,False
32.0,2900.0,0.0,0.0,0.0,3.0,right,False,6.0,3.0,1.0,for13,1,4,False
33.0,2900.0,0.0,0.0,0.0,2.0,left,False,2.0,6.0,1.0,for13,1,4,False
34.0,3000.0,100.0,0.0,0.0,3.0,right,False,6.0,3.0,1.0,for13,1,4,False
35.0,3100.0,100.0,0.0,0.0,2.0,right,False,5.0,2.0,1.0,for13,1,4,False
36.0,3200.0,100.0,0.0,0.0,2.0,right,False,5.0,2.0,6.0,for13,1,4,True
37.0,3300.0,100.0,0.0,0.0,2.0,right,False,5.0,2.0,6.0,for13,1,4,True
38.0,3300.0,0.0,0.0,0.0,6.0,right,False,2.0,6.0,6.0,for13,1,4,True
39.0,3300.0,0.0,0.0,0.0,2.0,left,False,2.0,6.0,6.0,for13,1,4,True
40.0,3400.0,100.0,0.0,0.0,5.0,left,False,5.0,2.0,6.0,for13,1,4,True
41.0,3500.0,100.0,0.0,0.0,6.0,left,False,6.0,3.0,6.0,for13,1,4,True
42.0,3500.0,0.0,0.0,0.0,6.0,left,False,6.0,3.0,6.0,for13,1,4,True
43.0,3500.0,0.0,0.0,0.0,5.0,left,False,5.0,2.0,6.0,for13,1,4,True
44.0,3500.0,0.0,0.0,0.0,6.0,right,False,2.0,6.0,6.0,for13,1,4,True
45.0,3600.0,100.0,0.0,0.0,6.0,left,False,6.0,3.0,6.0,for13,1,4,True
46.0,3600.0,0.0,0.0,0.0,6.0,right,False,2.0,6.0,6.0,for13,1,4,True
47.0,3700.0,100.0,0.0,0.0,6.0,right,False,2.0,6.0,6.0,for13,1,4,True
48.0,3700.0,0.0,0.0,0.0,6.0,left,False,6.0,3.0,6.0,for13,1,4,True
49.0,3700.0,0.0,0.0,0.0,5.0,left,False,5.0,2.0,6.0,for13,1,4,True
50.0,3700.0,0.0,0.0,0.0,6.0,right,False,2.0,6.0,6.0,for13,1,4,True
51.0,3700.0,0.0,0.0,0.0,5.0,left,False,5.0,2.0,6.0,for13,1,4,True
52.0,3700.0,0.0,0.0,0.0,6.0,left,False,6.0,3.0,6.0,for13,1,4,True
53.0,4000.0,300.0,1.0,1.0,5.0,left,False,5.0,2.0,6.0,for13,1,4,True
54.0,4000.0,0.0,1.0,0.0,2.0,left,False,2.0,6.0,1.0,for13,1,4,False
55.0,4100.0,100.0,1.0,0.0,2.0,right,False,5.0,2.0,1.0,for13,1,4,False
56.0,4200.0,100.0,1.0,0.0,3.0,right,False,6.0,3.0,1.0,for13,1,4,False
57.0,4400.0,200.0,1.0,0.0,2.0,right,False,5.0,2.0,1.0,for13,1,4,False
58.0,4400.0,0.0,1.0,0.0,2.0,left,False,2.0,6.0,1.0,for13,1,4,False
59.0,4600.0,200.0,1.0,0.0,2.0,right,False,5.0,2.0,1.0,for13,1,4,False
60.0,4600.0,0.0,1.0,0.0,3.0,right,False,6.0,3.0,1.0,for13,1,4,False
61.0,4800.0,200.0,1.0,0.0,2.0,right,False,5.0,2.0,1.0,for13,1,4,False
62.0,5000.0,200.0,1.0,0.0,2.0,left,False,2.0,6.0,1.0,for13,1,4,False
63.0,5100.0,100.0,1.0,0.0,3.0,right,False,6.0,3.0,1.0,for13,1,4,False
64.0,5200.0,100.0,1.0,0.0,5.0,left,False,5.0,2.0,1.0,for13,1,4,False
65.0,5300.0,100.0,1.0,0.0,2.0,right,False,5.0,2.0,1.0,for13,1,4,False
66.0,5400.0,100.0,1.0,0.0,2.0,right,False,5.0,2.0,1.0,for13,1,4,False
67.0,5500.0,100.0,1.0,0.0,2.0,left,False,2.0,6.0,1.0,for13,1,4,False
68.0,5600.0,100.0,1.0,0.0,3.0,right,False,6.0,3.0,1.0,for13,1,4,False
69.0,5700.0,100.0,1.0,0.0,2.0,left,False,2.0,6.0,1.0,for13,1,4,False
70.0,5800.0,100.0,1.0,0.0,2.0,left,False,2.0,6.0,1.0,for13,1,4,False
71.0,6000.0,200.0,1.0,0.0,2.0,right,False,5.0,2.0,1.0,for13,1,4,False
0.0,0.0,0.0,0.0,0.0,4.0,right,False,1.0,4.0,6.0,for13,2,1,True
1.0,200.0,200.0,0.0,0.0,1.0,left,False,1.0,4.0,6.0,for13,2,1,True
2.0,200.0,0.0,0.0,0.0,4.0,left,False,4.0,2.0,6.0,for13,2,1,True
3.0,400.0,200.0,1.0,1.0,2.0,right,False,4.0,2.0,6.0,for13,2,1,True
4.0,400.0,0.0,1.0,0.0,4.0,right,False,1.0,4.0,6.0,for13,2,1,True
5.0,400.0,0.0,2.0,1.0,4.0,left,False,4.0,2.0,6.0,for13,2,1,True
6.0,600.0,200.0,2.0,0.0,4.0,left,False,4.0,2.0,6.0,for13,2,1,True
7.0,700.0,100.0,2.0,0.0,3.0,left,False,3.0,1.0,6.0,for13,2,1,True
8.0,700.0,0.0,2.0,0.0,4.0,right,False,1.0,4.0,6.0,for13,2,1,True
9.0,800.0,100.0,2.0,0.0,1.0,right,False,3.0,1.0,6.0,for13,2,1,True
10.0,900.0,100.0,2.0,0.0,4.0,left,False,4.0,2.0,6.0,for13,2,1,True
11.0,900.0,0.0,2.0,0.0,4.0,right,False,1.0,4.0,6.0,for13,2,1,True
12.0,1000.0,100.0,2.0,0.0,3.0,left,False,3.0,1.0,6.0,for13,2,1,True
13.0,1100.0,100.0,2.0,0.0,4.0,left,True,4.0,2.0,6.0,for13,2,1,True
14.0,1200.0,100.0,2.0,0.0,1.0,left,False,1.0,4.0,6.0,for13,2,1,True
15.0,1200.0,0.0,2.0,0.0,4.0,left,True,4.0,2.0,6.0,for13,2,1,True
16.0,1500.0,300.0,2.0,0.0,1.0,right,False,3.0,1.0,6.0,for13,2,1,True
17.0,1600.0,100.0,2.0,0.0,4.0,left,False,4.0,2.0,6.0,for13,2,1,True
18.0,1900.0,300.0,2.0,0.0,2.0,right,False,4.0,2.0,1.0,for13,2,1,False
19.0,2200.0,300.0,2.0,0.0,3.0,left,False,3.0,1.0,1.0,for13,2,1,False
20.0,2400.0,200.0,2.0,0.0,4.0,right,False,1.0,4.0,1.0,for13,2,1,False
21.0,2600.0,200.0,2.0,0.0,2.0,right,False,4.0,2.0,1.0,for13,2,1,False
22.0,2700.0,100.0,2.0,0.0,1.0,left,False,1.0,4.0,1.0,for13,2,1,False
23.0,2800.0,100.0,2.0,0.0,1.0,left,False,1.0,4.0,1.0,for13,2,1,False
24.0,2800.0,0.0,2.0,0.0,1.0,right,False,3.0,1.0,1.0,for13,2,1,False
25.0,2900.0,100.0,2.0,0.0,1.0,left,False,1.0,4.0,1.0,for13,2,1,False
26.0,3000.0,100.0,2.0,0.0,1.0,right,False,3.0,1.0,1.0,for13,2,1,False
27.0,3000.0,0.0,2.0,0.0,3.0,left,False,3.0,1.0,1.0,for13,2,1,False
28.0,3100.0,100.0,2.0,0.0,1.0,left,False,1.0,4.0,1.0,for13,2,1,False
29.0,3100.0,0.0,2.0,0.0,1.0,right,False,3.0,1.0,1.0,for13,2,1,False
30.0,3100.0,0.0,2.0,0.0,1.0,right,False,3.0,1.0,1.0,for13,2,1,False
31.0,3200.0,100.0,2.0,0.0,1.0,right,False,3.0,1.0,1.0,for13,2,1,False
32.0,3200.0,0.0,2.0,0.0,1.0,left,False,1.0,4.0,1.0,for13,2,1,False
33.0,3200.0,0.0,2.0,0.0,2.0,right,False,4.0,2.0,1.0,for13,2,1,False
34.0,3300.0,100.0,2.0,0.0,1.0,right,False,3.0,1.0,1.0,for13,2,1,False
35.0,3400.0,100.0,2.0,0.0,2.0,right,False,4.0,2.0,1.0,for13,2,1,False
36.0,3500.0,100.0,2.0,0.0,1.0,right,False,3.0,1.0,6.0,for13,2,1,True
37.0,3500.0,0.0,2.0,0.0,4.0,right,False,1.0,4.0,6.0,for13,2,1,True
38.0,3600.0,100.0,2.0,0.0,4.0,left,False,4.0,2.0,6.0,for13,2,1,True
39.0,3800.0,200.0,2.0,0.0,1.0,right,False,3.0,1.0,6.0,for13,2,1,True
40.0,4000.0,200.0,2.0,0.0,1.0,left,False,1.0,4.0,6.0,for13,2,1,True
41.0,4100.0,100.0,2.0,0.0,4.0,left,False,4.0,2.0,6.0,for13,2,1,True
42.0,4200.0,100.0,2.0,0.0,4.0,left,False,4.0,2.0,6.0,for13,2,1,True
43.0,4400.0,200.0,2.0,0.0,1.0,left,False,1.0,4.0,6.0,for13,2,1,True
44.0,4500.0,100.0,2.0,0.0,4.0,right,False,1.0,4.0,6.0,for13,2,1,True
45.0,4600.0,100.0,2.0,0.0,4.0,right,False,1.0,4.0,6.0,for13,2,1,True
46.0,4600.0,0.0,2.0,0.0,4.0,left,False,4.0,2.0,6.0,for13,2,1,True
47.0,4700.0,100.0,2.0,0.0,3.0,left,False,3.0,1.0,6.0,for13,2,1,True
48.0,4700.0,0.0,2.0,0.0,4.0,left,False,4.0,2.0,6.0,for13,2,1,True
49.0,4700.0,0.0,2.0,0.0,4.0,left,False,4.0,2.0,6.0,for13,2,1,True
50.0,4800.0,100.0,2.0,0.0,3.0,left,False,3.0,1.0,6.0,for13,2,1,True
51.0,4900.0,100.0,2.0,0.0,4.0,right,False,1.0,4.0,6.0,for13,2,1,True
52.0,5000.0,100.0,2.0,0.0,4.0,right,False,1.0,4.0,6.0,for13,2,1,True
53.0,5000.0,0.0,2.0,0.0,4.0,right,False,1.0,4.0,6.0,for13,2,1,True
54.0,5100.0,100.0,2.0,0.0,1.0,left,False,1.0,4.0,1.0,for13,2,1,False
55.0,5300.0,200.0,2.0,0.0,3.0,left,False,3.0,1.0,1.0,for13,2,1,False
56.0,5400.0,100.0,2.0,0.0,1.0,left,False,1.0,4.0,1.0,for13,2,1,False
57.0,5400.0,0.0,2.0,0.0,1.0,right,False,3.0,1.0,1.0,for13,2,1,False
58.0,5500.0,100.0,2.0,0.0,1.0,right,False,3.0,1.0,1.0,for13,2,1,False
59.0,5600.0,100.0,2.0,0.0,2.0,right,False,4.0,2.0,1.0,for13,2,1,False
60.0,5700.0,100.0,2.0,0.0,2.0,right,False,4.0,2.0,1.0,for13,2,1,False
61.0,5900.0,200.0,2.0,0.0,1.0,left,False,1.0,4.0,1.0,for13,2,1,False
62.0,6000.0,100.0,2.0,0.0,1.0,right,False,3.0,1.0,1.0,for13,2,1,False
63.0,6300.0,300.0,2.0,0.0,1.0,left,False,1.0,4.0,1.0,for13,2,1,False
64.0,6400.0,100.0,2.0,0.0,1.0,left,False,1.0,4.0,1.0,for13,2,1,False
65.0,6500.0,100.0,2.0,0.0,1.0,right,False,3.0,1.0,1.0,for13,2,1,False
66.0,6600.0,100.0,2.0,0.0,1.0,right,False,3.0,1.0,1.0,for13,2,1,False
67.0,6700.0,100.0,2.0,0.0,1.0,left,False,1.0,4.0,1.0,for13,2,1,False
68.0,6800.0,100.0,2.0,0.0,1.0,right,False,3.0,1.0,1.0,for13,2,1,False
69.0,7100.0,300.0,2.0,0.0,3.0,left,False,3.0,1.0,1.0,for13,2,1,False
70.0,7300.0,200.0,2.0,0.0,2.0,right,False,4.0,2.0,1.0,for13,2,1,False
71.0,7300.0,0.0,2.0,0.0,2.0,right,False,4.0,2.0,1.0,for13,2,1,False
0.0,0.0,0.0,0.0,0.0,4.0,right,False,1.0,4.0,6.0,for13,2,2,True
1.0,0.0,0.0,0.0,0.0,2.0,right,False,4.0,2.0,6.0,for13,2,2,True
2.0,0.0,0.0,0.0,0.0,3.0,left,False,3.0,1.0,6.0,for13,2,2,True
3.0,200.0,200.0,0.0,0.0,4.0,left,False,4.0,2.0,6.0,for13,2,2,True
4.0,400.0,200.0,0.0,0.0,1.0,right,False,3.0,1.0,6.0,for13,2,2,True
5.0,500.0,100.0,0.0,0.0,4.0,right,False,1.0,4.0,6.0,for13,2,2,True
6.0,500.0,0.0,0.0,0.0,4.0,left,False,4.0,2.0,6.0,for13,2,2,True
7.0,600.0,100.0,0.0,0.0,4.0,right,False,1.0,4.0,6.0,for13,2,2,True
8.0,800.0,200.0,0.0,0.0,1.0,left,False,1.0,4.0,6.0,for13,2,2,True
9.0,900.0,100.0,0.0,0.0,4.0,right,False,1.0,4.0,6.0,for13,2,2,True
10.0,900.0,0.0,0.0,0.0,3.0,left,False,3.0,1.0,6.0,for13,2,2,True
11.0,1000.0,100.0,0.0,0.0,4.0,left,False,4.0,2.0,6.0,for13,2,2,True
12.0,1000.0,0.0,0.0,0.0,4.0,right,False,1.0,4.0,6.0,for13,2,2,True
13.0,1000.0,0.0,0.0,0.0,4.0,left,False,4.0,2.0,6.0,for13,2,2,True
14.0,1000.0,0.0,0.0,0.0,4.0,right,False,1.0,4.0,6.0,for13,2,2,True
15.0,1300.0,300.0,0.0,0.0,1.0,right,False,3.0,1.0,6.0,for13,2,2,True
16.0,1300.0,0.0,0.0,0.0,4.0,right,False,1.0,4.0,6.0,for13,2,2,True
17.0,1300.0,0.0,0.0,0.0,4.0,left,False,4.0,2.0,6.0,for13,2,2,True
18.0,1600.0,300.0,0.0,0.0,1.0,left,False,1.0,4.0,1.0,for13,2,2,False
19.0,1700.0,100.0,0.0,0.0,1.0,left,False,1.0,4.0,1.0,for13,2,2,False
20.0,1800.0,100.0,0.0,0.0,3.0,left,False,3.0,1.0,1.0,for13,2,2,False
21.0,1900.0,100.0,0.0,0.0,1.0,left,False,1.0,4.0,1.0,for13,2,2,False
22.0,2000.0,100.0,0.0,0.0,3.0,left,False,3.0,1.0,1.0,for13,2,2,False
23.0,2100.0,100.0,0.0,0.0,1.0,right,False,3.0,1.0,1.0,for13,2,2,False
24.0,2300.0,200.0,0.0,0.0,2.0,right,False,4.0,2.0,1.0,for13,2,2,False
25.0,2300.0,0.0,0.0,0.0,1.0,right,False,3.0,1.0,1.0,for13,2,2,False
26.0,2400.0,100.0,0.0,0.0,2.0,right,False,4.0,2.0,1.0,for13,2,2,False
27.0,2500.0,100.0,0.0,0.0,1.0,right,False,3.0,1.0,1.0,for13,2,2,False
28.0,2800.0,300.0,0.0,0.0,1.0,left,False,1.0,4.0,1.0,for13,2,2,False
29.0,2800.0,0.0,0.0,0.0,1.0,left,False,1.0,4.0,1.0,for13,2,2,False
30.0,2900.0,100.0,0.0,0.0,1.0,right,False,3.0,1.0,1.0,for13,2,2,False
31.0,3200.0,300.0,0.0,0.0,3.0,left,False,3.0,1.0,1.0,for13,2,2,False
32.0,3200.0,0.0,0.0,0.0,2.0,right,False,4.0,2.0,1.0,for13,2,2,False
33.0,3300.0,100.0,0.0,0.0,1.0,left,False,1.0,4.0,1.0,for13,2,2,False
34.0,3500.0,200.0,0.0,0.0,2.0,right,False,4.0,2.0,1.0,for13,2,2,False
35.0,3600.0,100.0,0.0,0.0,1.0,right,False,3.0,1.0,1.0,for13,2,2,False
36.0,3800.0,200.0,0.0,0.0,1.0,right,False,3.0,1.0,6.0,for13,2,2,True
37.0,3900.0,100.0,0.0,0.0,4.0,left,False,4.0,2.0,6.0,for13,2,2,True
38.0,4000.0,100.0,0.0,0.0,4.0,right,False,1.0,4.0,6.0,for13,2,2,True
39.0,4200.0,200.0,0.0,0.0,1.0,left,False,1.0,4.0,6.0,for13,2,2,True
40.0,4400.0,200.0,0.0,0.0,3.0,left,False,3.0,1.0,6.0,for13,2,2,True
41.0,4500.0,100.0,0.0,0.0,4.0,left,False,4.0,2.0,6.0,for13,2,2,True
42.0,4500.0,0.0,0.0,0.0,4.0,left,False,4.0,2.0,6.0,for13,2,2,True
43.0,4600.0,100.0,0.0,0.0,4.0,right,False,1.0,4.0,6.0,for13,2,2,True
44.0,4700.0,100.0,0.0,0.0,4.0,right,False,1.0,4.0,6.0,for13,2,2,True
45.0,4700.0,0.0,0.0,0.0,4.0,left,False,4.0,2.0,6.0,for13,2,2,True
46.0,4800.0,100.0,0.0,0.0,1.0,left,False,1.0,4.0,6.0,for13,2,2,True
47.0,4800.0,0.0,0.0,0.0,4.0,right,False,1.0,4.0,6.0,for13,2,2,True
48.0,4900.0,100.0,0.0,0.0,4.0,left,False,4.0,2.0,6.0,for13,2,2,True
49.0,4900.0,0.0,0.0,0.0,4.0,right,False,1.0,4.0,6.0,for13,2,2,True
50.0,4900.0,0.0,0.0,0.0,4.0,right,False,1.0,4.0,6.0,for13,2,2,True
51.0,4900.0,0.0,0.0,0.0,3.0,left,False,3.0,1.0,6.0,for13,2,2,True
52.0,4900.0,0.0,0.0,0.0,4.0,left,False,4.0,2.0,6.0,for13,2,2,True
53.0,5000.0,100.0,1.0,1.0,1.0,right,False,3.0,1.0,6.0,for13,2,2,True
54.0,5000.0,0.0,1.0,0.0,1.0,left,False,1.0,4.0,1.0,for13,2,2,False
55.0,5100.0,100.0,1.0,0.0,1.0,right,False,3.0,1.0,1.0,for13,2,2,False
56.0,5400.0,300.0,1.0,0.0,2.0,right,False,4.0,2.0,1.0,for13,2,2,False
57.0,5500.0,100.0,1.0,0.0,1.0,right,False,3.0,1.0,1.0,for13,2,2,False
58.0,5600.0,100.0,1.0,0.0,1.0,left,False,1.0,4.0,1.0,for13,2,2,False
59.0,5700.0,100.0,1.0,0.0,1.0,right,False,3.0,1.0,1.0,for13,2,2,False
60.0,5800.0,100.0,1.0,0.0,2.0,right,False,4.0,2.0,1.0,for13,2,2,False
61.0,5900.0,100.0,1.0,0.0,1.0,right,False,3.0,1.0,1.0,for13,2,2,False
62.0,6100.0,200.0,1.0,0.0,1.0,left,False,1.0,4.0,1.0,for13,2,2,False
63.0,6200.0,100.0,1.0,0.0,2.0,right,False,4.0,2.0,1.0,for13,2,2,False
64.0,6400.0,200.0,1.0,0.0,3.0,left,False,3.0,1.0,1.0,for13,2,2,False
65.0,6400.0,0.0,1.0,0.0,1.0,right,False,3.0,1.0,1.0,for13,2,2,False
66.0,6500.0,100.0,1.0,0.0,1.0,right,False,3.0,1.0,1.0,for13,2,2,False
67.0,6600.0,100.0,1.0,0.0,1.0,left,False,1.0,4.0,1.0,for13,2,2,False
68.0,6800.0,200.0,1.0,0.0,2.0,right,False,4.0,2.0,1.0,for13,2,2,False
69.0,6900.0,100.0,1.0,0.0,1.0,left,False,1.0,4.0,1.0,for13,2,2,False
70.0,7100.0,200.0,1.0,0.0,1.0,left,False,1.0,4.0,1.0,for13,2,2,False
71.0,7200.0,100.0,1.0,0.0,1.0,right,False,3.0,1.0,1.0,for13,2,2,False
0.0,100.0,100.0,0.0,0.0,3.0,left,False,3.0,5.0,1.0,for13,2,3,False
1.0,100.0,0.0,0.0,0.0,6.0,left,False,6.0,3.0,1.0,for13,2,3,False
2.0,100.0,0.0,0.0,0.0,3.0,left,True,3.0,5.0,1.0,for13,2,3,False
3.0,400.0,300.0,0.0,0.0,4.0,left,False,4.0,6.0,1.0,for13,2,3,False
4.0,500.0,100.0,0.0,0.0,3.0,left,False,3.0,5.0,1.0,for13,2,3,False
5.0,500.0,0.0,0.0,0.0,4.0,left,False,4.0,6.0,1.0,for13,2,3,False
6.0,500.0,0.0,0.0,0.0,4.0,left,False,4.0,6.0,1.0,for13,2,3,False
7.0,500.0,0.0,0.0,0.0,3.0,left,False,3.0,5.0,1.0,for13,2,3,False
8.0,600.0,100.0,0.0,0.0,3.0,right,False,6.0,3.0,1.0,for13,2,3,False
9.0,900.0,300.0,0.0,0.0,5.0,right,False,3.0,5.0,1.0,for13,2,3,False
10.0,1000.0,100.0,0.0,0.0,3.0,left,True,3.0,5.0,1.0,for13,2,3,False
11.0,1100.0,100.0,0.0,0.0,3.0,right,False,6.0,3.0,1.0,for13,2,3,False
12.0,1200.0,100.0,0.0,0.0,3.0,left,False,3.0,5.0,1.0,for13,2,3,False
13.0,1300.0,100.0,0.0,0.0,3.0,right,False,6.0,3.0,1.0,for13,2,3,False
14.0,1400.0,100.0,0.0,0.0,3.0,right,False,6.0,3.0,1.0,for13,2,3,False
15.0,1400.0,0.0,0.0,0.0,3.0,right,False,6.0,3.0,1.0,for13,2,3,False
16.0,1600.0,200.0,0.0,0.0,5.0,right,False,3.0,5.0,1.0,for13,2,3,False
17.0,1600.0,0.0,0.0,0.0,4.0,left,False,4.0,6.0,1.0,for13,2,3,False
18.0,1700.0,100.0,0.0,0.0,6.0,right,False,4.0,6.0,6.0,for13,2,3,True
19.0,1900.0,200.0,0.0,0.0,3.0,left,False,3.0,5.0,6.0,for13,2,3,True
20.0,2100.0,200.0,0.0,0.0,6.0,left,False,6.0,3.0,6.0,for13,2,3,True
21.0,2200.0,100.0,0.0,0.0,6.0,right,False,4.0,6.0,6.0,for13,2,3,True
22.0,2200.0,0.0,0.0,0.0,6.0,left,False,6.0,3.0,6.0,for13,2,3,True
23.0,2300.0,100.0,0.0,0.0,6.0,left,False,6.0,3.0,6.0,for13,2,3,True
24.0,2400.0,100.0,0.0,0.0,3.0,left,False,3.0,5.0,6.0,for13,2,3,True
25.0,2400.0,0.0,0.0,0.0,6.0,left,False,6.0,3.0,6.0,for13,2,3,True
26.0,2500.0,100.0,0.0,0.0,5.0,right,False,3.0,5.0,6.0,for13,2,3,True
27.0,2700.0,200.0,0.0,0.0,3.0,left,False,3.0,5.0,6.0,for13,2,3,True
28.0,2700.0,0.0,0.0,0.0,6.0,left,False,6.0,3.0,6.0,for13,2,3,True
29.0,2800.0,100.0,0.0,0.0,4.0,left,False,4.0,6.0,6.0,for13,2,3,True
30.0,2900.0,100.0,0.0,0.0,3.0,left,False,3.0,5.0,6.0,for13,2,3,True
31.0,2900.0,0.0,0.0,0.0,5.0,right,False,3.0,5.0,6.0,for13,2,3,True
32.0,3100.0,200.0,0.0,0.0,3.0,right,False,6.0,3.0,6.0,for13,2,3,True
33.0,3200.0,100.0,0.0,0.0,6.0,right,False,4.0,6.0,6.0,for13,2,3,True
34.0,3200.0,0.0,0.0,0.0,6.0,right,False,4.0,6.0,6.0,for13,2,3,True
35.0,3200.0,0.0,1.0,1.0,6.0,right,False,4.0,6.0,6.0,for13,2,3,True
36.0,3400.0,200.0,1.0,0.0,3.0,left,False,3.0,5.0,1.0,for13,2,3,False
37.0,3500.0,100.0,1.0,0.0,3.0,left,False,3.0,5.0,1.0,for13,2,3,False
38.0,3500.0,0.0,1.0,0.0,4.0,left,False,4.0,6.0,1.0,for13,2,3,False
39.0,3800.0,300.0,1.0,0.0,3.0,left,False,3.0,5.0,1.0,for13,2,3,False
40.0,3900.0,100.0,1.0,0.0,3.0,right,False,6.0,3.0,1.0,for13,2,3,False
41.0,4000.0,100.0,1.0,0.0,4.0,left,False,4.0,6.0,1.0,for13,2,3,False
42.0,4100.0,100.0,1.0,0.0,4.0,left,False,4.0,6.0,1.0,for13,2,3,False
43.0,4200.0,100.0,1.0,0.0,3.0,right,False,6.0,3.0,1.0,for13,2,3,False
44.0,4300.0,100.0,1.0,0.0,3.0,right,False,6.0,3.0,1.0,for13,2,3,False
45.0,4400.0,100.0,1.0,0.0,3.0,left,False,3.0,5.0,1.0,for13,2,3,False
